"unique_key","created_date","closed_date","complaint_type","descriptor","borough","incident_zip","status","latitude","longitude"
"70036240","2026-08-11T19:49:31.000",,"Damaged Tree","Entire Tree Has Fallen Down","BROOKLYN","11211","In Progress","40.71496517668067","-73.94720050658135"
"70030875","2026-08-11T19:49:26.000",,"Lead","Lead Kit","QUEENS","11101","In Progress","40.75600023975499","-73.92029536431905"
"70026885","2026-08-11T19:49:14.000","2026-08-11T20:18:33.000","Blocked Driveway","No Access","BROOKLYN","11207","Closed","40.6894343940587","-73.90924718217954"
"70028325","2026-08-11T19:49:11.000","2026-08-11T19:49:11.000","Electrical","Electrical Wiring Defective/Exposed","QUEENS","11377","Open","40.73694528088954","-73.91900107283988"
"70037670","2026-08-11T19:49:01.000","2026-08-11T19:49:01.000","Elevator","Elevator - Multiple Devices On Property","MANHATTAN","10032","Open","40.83778101984579","-73.94685728972303"
"70035826","2026-08-11T19:49:00.000",,"Street Light Condition","Street Light Out","MANHATTAN","10039","Open","40.825171959101354","-73.94150170316254"
"70027059","2026-08-11T19:48:57.000",,"WATER LEAK","SLOW LEAK","BRONX","10459","Open","40.82437730915442","-73.88769109269191"
"70031807","2026-08-11T19:48:57.000","2026-08-11T20:50:13.000","Noise - Residential","Loud Music/Party","QUEENS","11691","Closed","40.59523629608949","-73.75652122157123"
"70036721","2026-08-11T19:48:52.000","2026-08-11T19:48:52.000","General Construction/Plumbing","Building Shaking/Vibrating/Structural Stability","BROOKLYN","11205","Open","40.694060969264484","-73.96073644693972"
"70032031","2026-08-11T19:48:43.000",,"Animal in a Park","Dead Animal","MANHATTAN","10033","In Progress","40.852757015007974","-73.93763859319333"
"70034589","2026-08-11T19:48:43.000",,"ELECTRIC","OUTLET/SWITCH","QUEENS","11101","Open","40.745404281139294","-73.94668557105918"
"70030071","2026-08-11T19:48:43.000",,"PAINT/PLASTER","CEILING","QUEENS","11101","Open","40.745404281139294","-73.94668557105918"
"70032058","2026-08-11T19:48:35.000",,"Dirty Condition","Trash","QUEENS","11358","In Progress","40.758423630596745","-73.80020040198059"
"70029860","2026-08-11T19:48:00.000",,"Street Light Condition","Street Light Out","MANHATTAN","10039","Open","40.825171959101354","-73.94150170316254"
"70028828","2026-08-11T19:47:56.000","2026-08-11T20:25:21.000","Abandoned Vehicle","With License Plate","QUEENS","11421","Closed","40.687303457032066","-73.86372004507616"
"70034957","2026-08-11T19:47:55.000","2026-08-12T00:59:24.000","Illegal Parking","Blocked Sidewalk","MANHATTAN","10075","Closed","40.77387325121576","-73.95418696351773"
"70035000","2026-08-11T19:47:52.000","2026-08-11T20:18:17.000","Illegal Parking","Blocked Crosswalk","BRONX","10451","Closed","40.80834379107232","-73.93104797997061"
"70030659","2026-08-11T19:47:52.000",,"Dirty Condition","Trash","BROOKLYN","11218","In Progress","40.64162500759695","-73.98523729238319"
"70029741","2026-08-11T19:47:43.000","2026-08-11T20:01:49.000","Blocked Driveway","Partial Access","BROOKLYN","11221","Closed","40.68881558590534","-73.94112372441025"
"70036926","2026-08-11T19:47:43.000",,"Water Conservation","Fire Hydrant","BRONX","10467","In Progress","40.88425789166829","-73.87892491982919"
"70033991","2026-08-11T19:47:29.000","2026-08-11T19:56:15.000","Illegal Parking","Blocked Hydrant","BRONX","10465","Closed","40.843629136228635","-73.81894097326938"
"70031133","2026-08-11T19:47:28.000","2026-08-11T20:04:29.000","Animal-Abuse","Neglected","BROOKLYN","11212","Closed","40.65602281109091","-73.91730810010989"
"70034010","2026-08-11T19:47:12.000",,"Bike/Roller/Skate","N/A","BRONX","10469","In Progress","40.86431848506807","-73.84312931377607"
"70028976","2026-08-11T19:47:01.000","2026-08-11T22:39:35.000","Encampment","N/A","MANHATTAN","10016","Closed","40.74524269734116","-73.98479209057659"
"70032835","2026-08-11T19:47:00.000",,"Street Light Condition","Street Light Out","MANHATTAN","10001","Open","40.747145809424374","-74.00084811599184"
"70031331","2026-08-11T19:47:00.000",,"Street Light Condition","Street Light Out","MANHATTAN","10001","Open","40.748973769514116","-74.0032373656152"
"70037767","2026-08-11T19:46:56.000","2026-08-11T22:48:54.000","Noise - Vehicle","Car/Truck Music","MANHATTAN","10025","Closed","40.79639756165641","-73.96493425316099"
"70034233","2026-08-11T19:46:26.000",,"Mobile Food Vendor","Smoke/Odor","QUEENS","11354","In Progress","40.76122723598543","-73.82453992770951"
"70026602","2026-08-11T19:46:23.000",,"Noise - Residential","Banging/Pounding","BRONX","10474","In Progress","40.81592274758825","-73.88684914172211"
"70035794","2026-08-11T19:46:15.000",,"Consumer Complaint","Used Car Dealer","BROOKLYN","11214","In Progress","40.606544736563514","-74.00338171795059"
"70026998","2026-08-11T19:46:00.000",,"Street Light Condition","Street Light Out","MANHATTAN","10001","Open","40.74776886981272","-74.00039699417712"
"70037329","2026-08-11T19:46:00.000",,"Street Light Condition","Street Light Out","MANHATTAN","10001","Open","40.74776886981272","-74.00039699417712"
"70036173","2026-08-11T19:45:52.000","2026-08-11T19:45:52.000","Elevator","Elevator - Single Device On Property/No Alternate Service","BRONX","10452","Open","40.8379011793687","-73.91776145510242"
"70035499","2026-08-11T19:45:48.000",,"Illegal Parking","Posted Parking Sign Violation","BRONX","10463","In Progress","40.88129929579129","-73.89909112086623"
"70033444","2026-08-11T19:45:48.000","2026-08-11T21:37:30.000","Abandoned Vehicle","With License Plate","STATEN ISLAND","10314","Closed","40.620060448790205","-74.1606408047078"
"70037520","2026-08-11T19:45:42.000",,"PAINT/PLASTER","WALL","BRONX","10473","Open","40.82483117267298","-73.85423189520691"
"70036329","2026-08-11T19:45:42.000","2026-08-11T20:10:35.000","Illegal Parking","Blocked Hydrant","QUEENS","11421","Closed","40.689656081013716","-73.85944946047425"
"70032042","2026-08-11T19:45:37.000",,"Residential Disposal Complaint","Waste Not Separated","QUEENS","11367","In Progress","40.73957786828187","-73.82355766286622"
"70033217","2026-08-11T19:45:36.000",,"Unsanitary Pigeon Condition","Pigeon Waste","BROOKLYN","11206","In Progress","40.70740661035493","-73.94253561828593"
"70031082","2026-08-11T19:45:17.000","2026-08-11T22:40:02.000","Blocked Driveway","No Access","BROOKLYN","11229","Closed","40.593298678807216","-73.95725621723626"
"70032834","2026-08-11T19:45:00.000",,"Street Light Condition","Street Light Out","MANHATTAN","10001","Open","40.74658036828004","-73.99755311590619"
"70037328","2026-08-11T19:45:00.000",,"Street Light Condition","Street Light Out","MANHATTAN","10001","Open","40.74776886981272","-74.00039699417712"
"70028205","2026-08-11T19:44:55.000","2026-08-11T19:53:22.000","Noise - Residential","Banging/Pounding","BROOKLYN","11226","Closed","40.651659745990756","-73.9701097595572"
"70027489","2026-08-11T19:44:54.000","2026-08-11T20:47:08.000","Abandoned Vehicle","With License Plate","QUEENS","11427","Closed","40.727963290638904","-73.7488383640192"
"70034629","2026-08-11T19:44:50.000","2026-08-12T00:59:00.000","Homeless Person Assistance","Non-Chronic","QUEENS","11354","Closed","40.76007164761289","-73.82814907379657"
"70028982","2026-08-11T19:44:50.000","2026-08-11T19:53:13.000","Encampment","N/A","MANHATTAN","10036","Closed","40.76288689534526","-73.99721319026986"
"70037986","2026-08-11T19:44:14.000","2026-08-11T19:53:13.000","Noise - Vehicle","Engine Idling","MANHATTAN","10024","Closed","40.789438162822314","-73.96926786376326"
"70031339","2026-08-11T19:44:00.000",,"Street Light Condition","Street Light Cycling","BROOKLYN","11217","Open","40.67955847967334","-73.97340696344725"
"70034299","2026-08-11T19:44:00.000",,"Street Light Condition","Street Light Out","MANHATTAN","10001","Open","40.745421755862786","-73.99096689618635"
"70037327","2026-08-11T19:44:00.000",,"Street Light Condition","Street Light Out","MANHATTAN","10001","Open","40.74661865465041","-73.99381421570796"
"70035438","2026-08-11T19:43:58.000","2026-08-12T01:02:52.000","Blocked Driveway","No Access","BRONX","10459","Closed","40.83110116717757","-73.8957163024329"
"70037979","2026-08-11T19:43:46.000","2026-08-11T20:03:28.000","Abandoned Vehicle","With License Plate","MANHATTAN","10029","Closed","40.7875364968123","-73.94763046680457"
"70029640","2026-08-11T19:43:41.000","2026-08-11T20:25:19.000","Illegal Parking","Blocked Hydrant","BROOKLYN","11212","Closed","40.65778215475766","-73.92523869988872"
"70028146","2026-08-11T19:43:32.000",,"Abandoned Vehicle","With License Plate","BROOKLYN","11229","In Progress","40.58743683580706","-73.92671799724185"
"70028905","2026-08-11T19:43:26.000","2026-08-11T20:02:37.000","Blocked Driveway","Partial Access","QUEENS","11355","Closed","40.757512353057706","-73.81327701491288"
"70035842","2026-08-11T19:43:12.000",,"Street Sign - Dangling","Other/Unknown","QUEENS","11373","In Progress","40.74630959752627","-73.88850840194743"
"70034298","2026-08-11T19:43:00.000",,"Street Light Condition","Street Light Out","MANHATTAN","10016","Open","40.74966676207011","-73.98157172697513"
"70034675","2026-08-11T19:42:57.000",,"Damaged Tree","Tree Leaning/Uprooted","BRONX","10471","In Progress","40.90251161719962","-73.89755767601868"
"70035374","2026-08-11T19:42:51.000","2026-08-11T23:18:00.000","Water Maintenance","Fire Hydrant Running Full","BRONX","10457","Closed","40.84536978665942","-73.90388763248225"
"70034501","2026-08-11T19:42:45.000",,"PAINT/PLASTER","WALL","BRONX","10459","Open","40.8177796548477","-73.89721844090171"
"70034894","2026-08-11T19:42:36.000","2026-08-12T00:24:44.000","Blocked Driveway","No Access","QUEENS","11370","Closed","40.768475992306875","-73.89413563917762"
"70035308","2026-08-11T19:42:34.000","2026-08-11T19:42:34.000","Building/Use","Illegal Conversion Of Residential Building/Space","QUEENS","11691","Open","40.604393068579654","-73.75917079752529"
"70037079","2026-08-11T19:42:33.000","2026-08-11T20:14:35.000","Illegal Parking","Blocked Hydrant","BROOKLYN","11204","Closed","40.61883028748746","-73.99328214611717"
"70030316","2026-08-11T19:42:21.000","2026-08-11T20:50:37.000","Noise - Residential","Loud Music/Party","QUEENS","11419","Closed","40.69268162067444","-73.82054088357793"
"70034434","2026-08-11T19:42:20.000",,"UNSANITARY CONDITION","PESTS","BROOKLYN","11239","Open","40.65796953975848","-73.86802930350139"
"70035975","2026-08-11T19:42:20.000",,"UNSANITARY CONDITION","MOLD","BROOKLYN","11239","Open","40.65796953975848","-73.86802930350139"
"70031261","2026-08-11T19:42:13.000","2026-08-11T22:04:19.000","Illegal Parking","Blocked Sidewalk","BROOKLYN","11222","Closed","40.726143951030885","-73.95914812217711"
"70027437","2026-08-11T19:42:11.000","2026-08-11T20:14:34.000","Noise - Residential","Banging/Pounding","QUEENS","11106","Closed","40.76124102807673","-73.9351216345001"
"70027136","2026-08-11T19:42:11.000",,"UNSANITARY CONDITION","MOLD","QUEENS","11385","Open","40.69901084015764","-73.90917644383451"
"70028574","2026-08-11T19:42:08.000",,"PAINT/PLASTER","WALL","MANHATTAN","10031","Open","40.82397128078316","-73.95058988524775"
"70032013","2026-08-11T19:42:07.000","2026-08-11T20:36:14.000","Encampment","N/A","MANHATTAN","10039","Closed","40.82376492286525","-73.93816437974954"
"70030350","2026-08-11T19:42:01.000","2026-08-11T20:43:41.000","Illegal Parking","Double Parked Blocking Traffic","QUEENS","11377","Closed","40.73457921502491","-73.88922804485998"
"70037326","2026-08-11T19:42:00.000",,"Street Light Condition","Street Light Out","MANHATTAN","10016","Open","40.74898579456192","-73.97995503676118"
"70036524","2026-08-11T19:41:51.000","2026-08-11T20:44:41.000","Noise - Commercial","Loud Music/Party","MANHATTAN","10026","Closed","40.80225484364876","-73.95693421623459"
"70027438","2026-08-11T19:41:47.000","2026-08-12T01:45:19.000","Noise - Residential","Loud Music/Party","MANHATTAN","10004","Closed","40.70635759706691","-74.01615123242051"
"70037190","2026-08-11T19:41:43.000",,"Blocked Driveway","Partial Access","BROOKLYN","11208","In Progress","40.67175921935224","-73.86794073428946"
"70034071","2026-08-11T19:41:41.000",,"Noise - Street/Sidewalk","Loud Music/Party","BROOKLYN","11218","In Progress","40.645162123509614","-73.97931958244115"
"70035030","2026-08-11T19:41:19.000",,"Obstruction","Weeds or Grass","BROOKLYN","11230","In Progress","40.62237408582108","-73.96471948743533"
"70036984","2026-08-11T19:41:18.000","2026-08-11T19:49:46.000","Illegal Parking","Blocked Hydrant","BRONX","10457","Closed","40.84268250588943","-73.90697803268651"
"70037031","2026-08-11T19:41:12.000","2026-08-11T21:48:27.000","Non-Emergency Police Matter","Trespassing","BRONX","10463","Closed","40.87745803815036","-73.90719335322021"
"70032833","2026-08-11T19:41:00.000",,"Street Light Condition","Street Light Out","MANHATTAN","10016","Open","40.748302059547854","-73.97833838049131"
"70030857","2026-08-11T19:40:57.000","2026-08-11T19:59:17.000","Violation of Park Rules","Unsafe Use of Playground","BRONX","10472","Closed","40.82837859783268","-73.868995763174"
"70035377","2026-08-11T19:40:55.000","2026-08-11T19:41:00.000","Water Maintenance","Fire Hydrant Running Full","MANHATTAN","10033","Closed","40.84914379115813","-73.93546964261812"
"70035567","2026-08-11T19:40:47.000","2026-08-11T20:28:39.000","Abandoned Vehicle","With License Plate","BROOKLYN","11219","Closed","40.6392351354541","-73.99494115228619"
"70031669","2026-08-11T19:40:35.000",,"Municipal Parking Facility","Dirt, Litter, Debris - Lot","Unspecified",,"In Progress",,
"70027777","2026-08-11T19:40:28.000","2026-08-11T20:57:52.000","Non-Emergency Police Matter","Other (complaint details)","QUEENS","11413","Closed","40.661912167021825","-73.76537897919664"
"70038040","2026-08-11T19:40:18.000",,"Dirty Condition","Trash","QUEENS","11411","In Progress","40.69556583097639","-73.74592757245357"
"70033453","2026-08-11T19:40:02.000","2026-08-11T22:14:07.000","Illegal Parking","Blocked Sidewalk","STATEN ISLAND","10306","Closed","40.57131742781454","-74.0912906438358"
"70032194","2026-08-11T19:40:00.000","2026-08-11T21:10:00.000","Traffic Signal Condition","Controller","MANHATTAN","10022","Assigned","40.759785673685684","-73.97628795208624"
"70037756","2026-08-11T19:40:00.000","2026-08-11T22:32:54.000","Noise - Street/Sidewalk","Loud Music/Party","BROOKLYN","11201","Closed","40.695482340480766","-73.98064908964048"
"70033323","2026-08-11T19:39:49.000","2026-08-11T20:00:41.000","Noise - Street/Sidewalk","Loud Talking","QUEENS","11432","Closed","40.7091180891636","-73.7978269277805"
"70035512","2026-08-11T19:39:45.000","2026-08-11T20:29:22.000","Noise - Residential","Banging/Pounding","BRONX","10468","Closed","40.86938481298154","-73.89324824705855"
"70034649","2026-08-11T19:39:33.000","2026-08-11T19:39:33.000","Elevator","Elevator - Single Device On Property/No Alternate Service","QUEENS","11354","Open","40.7674227184636","-73.81958858439167"
"70037666","2026-08-11T19:39:23.000","2026-08-11T19:39:23.000","Elevator","Elevator - Single Device On Property/No Alternate Service","BRONX","10462","Open","40.83925208030308","-73.85877924262124"
"70034547","2026-08-11T19:39:21.000",,"GENERAL","VENTILATION SYSTEM","BRONX","10451","Open","40.81711526878818","-73.92996227748826"
"70028599","2026-08-11T19:39:20.000",,"HEAT/HOT WATER","ENTIRE BUILDING","MANHATTAN","10027","Open","40.815614483902586","-73.95990606311659"
"70036397","2026-08-11T19:39:09.000","2026-08-11T21:22:54.000","Illegal Parking","Posted Parking Sign Violation","QUEENS","11377","Closed","40.73620910583222","-73.91817924950118"
"70037601","2026-08-11T19:39:09.000",,"ELECTRIC","LIGHTING","BRONX","10473","Open","40.82483117267298","-73.85423189520691"
"70028509","2026-08-11T19:39:08.000",,"UNSANITARY CONDITION","MOLD","BRONX","10466","Open","40.89817219352304","-73.84565742389341"
"70032880","2026-08-11T19:39:08.000",,"DOOR/WINDOW","WINDOW FRAME","BRONX","10466","Open","40.89817219352304","-73.84565742389341"
"70035080","2026-08-11T19:39:05.000",,"Illegal Dumping","Removal Request","BROOKLYN","11207","In Progress","40.664200267368905","-73.89775786809439"
"70030513","2026-08-11T19:39:04.000","2026-08-11T20:44:34.000","Noise - Commercial","Loud Music/Party","MANHATTAN","10026","Closed","40.80225484364876","-73.95693421623459"
"70037199","2026-08-11T19:39:02.000","2026-08-11T21:00:54.000","Illegal Parking","Blocked Hydrant","BROOKLYN","11207","Closed","40.66771982321207","-73.89553557698544"
"70037081","2026-08-11T19:39:02.000","2026-08-11T22:58:13.000","Illegal Parking","Blocked Hydrant","BROOKLYN","11204","Closed","40.611483558651415","-73.97933001563813"
"70027811","2026-08-11T19:39:00.000","2026-08-11T20:45:00.000","Traffic Signal Condition","Veh Signal Lamp","QUEENS","11415","Closed","40.710188671644","-73.82111776291487"
"70032602","2026-08-11T19:38:58.000",,"Illegal Parking","Blocked Hydrant","BROOKLYN","11219","In Progress","40.6392351354541","-73.99494115228619"
"70036153","2026-08-11T19:38:51.000","2026-08-12T00:31:55.000","Homeless Person Assistance","Non-Chronic","MANHATTAN","10025","Closed","40.795579683862975","-73.97581291398045"
"70030421","2026-08-11T19:38:46.000","2026-08-11T20:22:14.000","Panhandling","N/A","QUEENS","11358","Closed","40.76134491473862","-73.78988931686018"
"70026717","2026-08-11T19:38:36.000","2026-08-11T21:34:19.000","Noise - Residential","Loud Music/Party","BROOKLYN","11223","Closed","40.606184922207355","-73.97356223849748"
"70033885","2026-08-11T19:38:20.000",,"Water Maintenance","Fire Hydrant Running Full","BRONX","10462","In Progress","40.850062621205055","-73.86492640042495"
"70027773","2026-08-11T19:38:19.000",,"Cannabis Retailer","Unlicensed","MANHATTAN","10009","In Progress","40.72694483097713","-73.97675423425076"
"70026651","2026-08-11T19:38:18.000","2026-08-11T20:25:21.000","Noise - Street/Sidewalk","Loud Music/Party","BRONX","10467","Closed","40.87862461807113","-73.86314347346863"
"70037716","2026-08-11T19:38:08.000",,"Overgrown Tree/Branches","Hitting Power Lines","QUEENS","11434","In Progress","40.66442747681182","-73.77696233581263"
"70030217","2026-08-11T19:37:55.000",,"Wood Pile Remaining","Remove Debris","BROOKLYN","11210","In Progress","40.629872807922865","-73.93852056078346"
"70029153","2026-08-11T19:37:45.000",,"Dirty Condition","Trash","STATEN ISLAND","10304","In Progress","40.59017582129227","-74.09607271522366"
"70036300","2026-08-11T19:37:25.000","2026-08-11T20:07:31.000","Noise - Residential","Banging/Pounding","QUEENS","11106","Closed","40.763704278698256","-73.93731766562355"
"70029749","2026-08-11T19:37:17.000","2026-08-11T20:36:43.000","Blocked Driveway","No Access","BROOKLYN","11201","Closed","40.68952438975952","-73.98745151871981"
"70033665","2026-08-11T19:36:57.000","2026-08-11T20:57:52.000","Non-Emergency Police Matter","Other (complaint details)","QUEENS","11413","Closed","40.66206853064211","-73.76533517625647"
"70029564","2026-08-11T19:36:50.000","2026-08-11T23:08:37.000","Noise - Residential","Loud Talking","BRONX","10462","Closed","40.849412464965766","-73.860597481038"
"70034402","2026-08-11T19:36:26.000",,"UNSANITARY CONDITION","PESTS","BRONX","10466","Open","40.89380837637117","-73.85869950692805"
"70027191","2026-08-11T19:36:26.000",,"PAINT/PLASTER","WALL","BRONX","10466","Open","40.89380837637117","-73.85869950692805"
"70035870","2026-08-11T19:36:26.000",,"DOOR/WINDOW","WINDOW FRAME","BRONX","10466","Open","40.89380837637117","-73.85869950692805"
"70028630","2026-08-11T19:36:26.000",,"FLOORING/STAIRS","FLOOR","BRONX","10466","Open","40.89380837637117","-73.85869950692805"
"70036127","2026-08-11T19:36:26.000",,"DOOR/WINDOW","DOOR","BRONX","10466","Open","40.89380837637117","-73.85869950692805"
"70033921","2026-08-11T19:36:15.000","2026-08-11T19:50:00.000","Water Maintenance","Fire Hydrant Running","QUEENS","11105","Closed","40.78073193320309","-73.91861922347447"
"70034802","2026-08-11T19:36:13.000","2026-08-11T20:57:50.000","Illegal Parking","Blocked Hydrant","QUEENS","11378","Closed","40.72830895150847","-73.90307148834606"
"70026926","2026-08-11T19:36:11.000",,"Mobile Food Vendor","Food Temperature","BROOKLYN","11206","In Progress","40.70855985140735","-73.9380909036534"
"70026716","2026-08-11T19:36:06.000","2026-08-11T21:34:18.000","Noise - Residential","Loud Talking","BROOKLYN","11223","Closed","40.606184922207355","-73.97356223849748"
"70026756","2026-08-11T19:36:02.000","2026-08-11T19:46:25.000","Noise - Street/Sidewalk","Loud Music/Party","BROOKLYN","11203","Closed","40.653162652450185","-73.92953254292175"
"70036062","2026-08-11T19:36:02.000",,"HEAT/HOT WATER","ENTIRE BUILDING","BROOKLYN","11207","Open","40.66690100875197","-73.89458162316167"
"70029930","2026-08-11T19:36:00.000",,"WATER LEAK","SLOW LEAK","BRONX","10473","Open","40.82483117267298","-73.85423189520691"
"70031559","2026-08-11T19:35:57.000",,"HEAT/HOT WATER","ENTIRE BUILDING","MANHATTAN","10027","Open","40.815614483902586","-73.95990606311659"
"70036087","2026-08-11T19:35:57.000",,"GENERAL","BELL/BUZZER/INTERCOM","MANHATTAN","10031","Open","40.82397128078316","-73.95058988524775"
"70032152","2026-08-11T19:35:48.000",,"Street Condition","Pothole","BRONX","10469","Open",,
"70037726","2026-08-11T19:35:40.000",,"Illegal Tree Damage","Roots Damaged","QUEENS","11101","In Progress","40.75269152195814","-73.94092289663682"
"70033673","2026-08-11T19:35:35.000",,"Street Condition","Pothole","BROOKLYN","11219","Open",,
"70026722","2026-08-11T19:35:29.000","2026-08-11T21:34:19.000","Illegal Parking","Posted Parking Sign Violation","BROOKLYN","11214","Closed","40.59271635297314","-73.99425335020466"
"70031703","2026-08-11T19:35:19.000",,"Rodent","Rat Sighting","BROOKLYN","11205","In Progress","40.69350527326538","-73.9653850384073"
"70034920","2026-08-11T19:35:05.000","2026-08-11T19:41:05.000","Blocked Driveway","No Access","QUEENS","11368","Closed","40.7539275187596","-73.85952680482819"
"70027631","2026-08-11T19:34:45.000","2026-08-11T20:10:45.000","Noise - Street/Sidewalk","Loud Music/Party","MANHATTAN","10027","Closed",,
"70032429","2026-08-11T19:34:36.000",,"Noise","Construction","BRONX","10463","In Progress","40.87492639955793","-73.90934837220756"
"70033677","2026-08-11T19:34:34.000",,"Street Condition","Pothole","MANHATTAN","10023","Open",,
"70037077","2026-08-11T19:34:30.000","2026-08-11T21:29:56.000","Illegal Parking","Blocked Hydrant","BROOKLYN","11214","Closed","40.59938358627135","-74.00243428770038"
"70029168","2026-08-11T19:34:25.000",,"Abandoned Bike","Chained to Public Property","BROOKLYN","11216","In Progress","40.679319963435994","-73.94962267007462"
"70030526","2026-08-11T19:34:25.000","2026-08-11T21:06:35.000","Noise - Residential","Loud Music/Party","MANHATTAN","10032","Closed","40.83434952876465","-73.9455663134386"
"70034840","2026-08-11T19:34:20.000",,"Illegal Parking","Blocked Hydrant","QUEENS","11104","In Progress","40.75019841861824","-73.91348458153087"
"70030961","2026-08-11T19:33:55.000",,"Noise","Construction","BROOKLYN","11211","In Progress","40.71148132577357","-73.94559451124792"
"70037639","2026-08-11T19:33:47.000","2026-08-11T22:04:30.000","Homeless Person Assistance","Non-Chronic","BRONX","10467","Closed","40.875966348086294","-73.86196289672768"
"70037105","2026-08-11T19:33:47.000","2026-08-11T19:57:38.000","Noise - Residential","Banging/Pounding","BROOKLYN","11203","Closed","40.648311511793096","-73.9277466479071"
"70029084","2026-08-11T19:33:46.000",,"Obstruction","Cone","QUEENS","11413","In Progress","40.66186006786373","-73.76540439326222"
"70028022","2026-08-11T19:33:31.000",,"Water Maintenance","Fire Hydrant Running","BRONX","10468","In Progress","40.8805075666858","-73.88595088419072"
"70029254","2026-08-11T19:33:22.000","2026-08-11T19:33:22.000","General Construction/Plumbing","Building Shaking/Vibrating/Structural Stability","BRONX","10458","Open","40.86546921715945","-73.89147212650845"
"70029025","2026-08-11T19:33:12.000","2026-08-11T21:12:41.000","Illegal Parking","Blocked Hydrant","MANHATTAN","10034","Closed","40.87202612049118","-73.91783133937044"
"70036318","2026-08-11T19:33:04.000","2026-08-11T19:56:15.000","Noise - Vehicle","Car/Truck Music","QUEENS","11385","Closed","40.700624625730406","-73.85757259997322"
"70030105","2026-08-11T19:33:00.000",,"GENERAL","BELL/BUZZER/INTERCOM","QUEENS","11354","Open","40.765893841511435","-73.82309445268803"
"70027032","2026-08-11T19:32:55.000",,"GENERAL","SIGNAGE MISSING","MANHATTAN","10031","Open","40.82397128078316","-73.95058988524775"
"70036363","2026-08-11T19:32:55.000","2026-08-11T20:04:05.000","Blocked Driveway","No Access","QUEENS","11427","Closed","40.72029280679855","-73.7544589956372"
"70029141","2026-08-11T19:32:53.000",,"Dirty Condition","Trash","BROOKLYN","11226","In Progress","40.64166405236773","-73.96341570373777"
"70037284","2026-08-11T19:32:43.000",,"Lost Property","Electronics/Phones","MANHATTAN","10028","In Progress","40.773821312030144","-73.94820448285104"
"70033902","2026-08-11T19:32:32.000","2026-08-11T19:33:00.000","Water Maintenance","Fire Hydrant Running Full","MANHATTAN","10029","Closed","40.795436845563835","-73.94394761976524"
"70032164","2026-08-11T19:32:11.000",,"Street Condition","Pothole","QUEENS","11356","Open",,
"70035116","2026-08-11T19:32:08.000",,"Lot Condition","Trash","QUEENS","11435","In Progress","40.70520346455829","-73.8171745451512"
"70036337","2026-08-11T19:32:03.000","2026-08-11T20:14:34.000","Blocked Driveway","Partial Access","QUEENS","11435","Closed","40.692214590698754","-73.80836454691962"
"70037331","2026-08-11T19:32:00.000",,"Street Light Condition","Street Light Out","BROOKLYN","11224","Open","40.57453206859375","-74.00518713528935"
"70031072","2026-08-11T19:31:39.000",,"Illegal Parking","Blocked Sidewalk","BROOKLYN","11223","In Progress","40.59314191956179","-73.97478803331137"
"70026475","2026-08-11T19:31:35.000",,"Sewer Maintenance","Catch Basin Search","BROOKLYN","11207","In Progress","40.67244317090674","-73.89211067244833"
"70035421","2026-08-11T19:31:35.000",,"Noise","Air Conditioner/Ventilation","BRONX","10463","In Progress","40.87742679827494","-73.90589884094703"
"70030227","2026-08-11T19:31:28.000",,"Overgrown Tree/Branches","Hitting Building","BROOKLYN","11236","In Progress","40.63102838864276","-73.88770303723027"
"70036244","2026-08-11T19:31:19.000",,"Overgrown Tree/Branches","Blocking Street","MANHATTAN","10016","In Progress","40.745227665353845","-73.97692108223646"
"70028113","2026-08-11T19:31:17.000","2026-08-11T23:25:11.000","Illegal Parking","Parking Permit Improper Use","BRONX","10462","Closed","40.84380716565753","-73.853467463217"
"70035534","2026-08-11T19:31:14.000","2026-08-11T20:40:39.000","Blocked Driveway","No Access","BROOKLYN","11229","Closed","40.593702662373296","-73.9454636284571"
"70031075","2026-08-11T19:31:05.000","2026-08-11T20:54:31.000","Abandoned Vehicle","With License Plate","BROOKLYN","11235","Closed","40.588883197185375","-73.94073657060414"
"70032708","2026-08-11T19:30:49.000","2026-08-11T20:01:18.000","Illegal Parking","Blocked Hydrant","BROOKLYN","11215","Closed","40.67076569460248","-73.9808148750505"
"70031125","2026-08-11T19:30:44.000",,"Illegal Parking","Posted Parking Sign Violation","BROOKLYN","11204","In Progress","40.61525684746841","-73.97526593369403"
"70026590","2026-08-11T19:30:27.000",,"Noise","Ice Cream Truck","BROOKLYN","11201","In Progress","40.702913918747974","-73.99449270706157"
"70034874","2026-08-11T19:30:22.000","2026-08-11T19:46:41.000","Drinking","Underage - Licensed Est","QUEENS","11361","Closed","40.764106321118824","-73.77125334303817"
"70036735","2026-08-11T19:30:20.000","2026-08-11T19:30:20.000","Special Projects Inspection Team (SPIT)","Illegal Hotel Rooms In Residential Building","BROOKLYN","11223","Open","40.607484769135425","-73.98154254669281"
"70030116","2026-08-11T19:30:00.000",,"ELECTRIC","POWER OUTAGE","QUEENS","11354","Open","40.765893841511435","-73.82309445268803"
"70027095","2026-08-11T19:30:00.000",,"UNSANITARY CONDITION","PESTS","QUEENS","11354","Open","40.765893841511435","-73.82309445268803"
"70031618","2026-08-11T19:30:00.000",,"DOOR/WINDOW","WINDOW FRAME","QUEENS","11354","Open","40.765893841511435","-73.82309445268803"
"70034307","2026-08-11T19:30:00.000",,"Street Light Condition","Street Light Out","BRONX",,"Open",,
